30,12,3,3,8,3,3,2,10,8,5,9,4,3,4,3,10,7,5,2,6,3,2,3,5,2,2,4,2,2,4,3,7,5,6,4,9,2,1,1,5,3,4,2,4,1,1,3,4,8,5,1,4,7,2,2,7,3,1,3,3,4,3,3,3,10,6,2,6,5,3,5,9,6,5,3,5,5,5,2,3,6,3,4,3,4,3,5,6,8,6,1,5,1,3,4,1,3,2,2,7,2,3,8,4,8,3,5,1,4,3,6,4,1,1,7,0,2,4,6,4,5,5,5,1,4,1,8,2,3,5,4,4,3,3,1,8,8,4,1,3,5,3,4,9,1,2,2,3,1,5,4,2,5,4,2,3,3,3,3,5,3,3,4,5,2,5,2,4,2,6,2,3,5,7,2,0,2,4,7,1,4,3,4,1,4,5,3,3,6,4,4,5,3,2,5,5,3,3,4,7,4,4,1,2,3,5,4,2,8,3,5,5,3,2,3,2,1,2,3,1,4,1,6,2,2,2,8,4,1,11,5,2,3,5,6,3,2,5,1,5,7,3,4,1,1,1,3,3,5,8,2,4,4,9,8,png
32,6,3,2,4,4,4,3,7,2,7,3,1,3,6,3,6,5,2,2,4,1,2,4,1,4,3,1,7,1,8,6,4,4,2,3,1,3,3,4,7,7,2,2,1,1,4,5,1,3,3,3,4,3,2,4,4,3,2,2,0,6,5,7,0,3,6,1,4,3,2,5,2,4,1,6,4,4,2,5,2,1,9,2,1,4,1,4,1,5,1,2,0,4,4,5,2,2,2,3,2,1,2,5,1,2,4,5,0,2,2,4,3,1,3,9,2,3,3,8,9,8,5,5,2,4,3,10,5,5,1,2,6,2,0,2,3,4,2,4,2,3,1,10,4,3,2,5,2,3,3,6,3,5,1,5,1,1,10,7,3,0,1,2,3,4,1,5,3,2,3,5,3,3,3,9,1,4,0,5,0,0,4,3,4,4,3,4,6,5,17,13,2,5,2,5,3,6,6,6,2,1,2,3,4,4,8,4,1,1,3,4,0,7,7,3,0,3,8,2,4,5,7,7,2,8,3,3,3,5,5,15,1,5,6,1,5,1,8,5,8,7,5,4,5,7,4,13,13,5,9,9,4,6,11,10,png
29,4,3,1,71,6,3,3,85,8,7,7,1,2,3,2,68,8,6,0,3,3,5,0,3,0,3,2,1,1,3,1,83,0,7,0,10,3,1,7,7,1,1,0,0,7,2,0,1,0,1,1,1,0,1,1,1,0,0,0,6,4,0,0,2,77,8,1,7,3,0,2,4,9,0,2,0,1,3,8,6,2,5,0,2,1,1,1,0,2,4,1,3,1,2,1,1,1,2,0,2,1,1,2,0,0,5,1,1,0,3,3,2,0,3,3,1,0,4,3,7,1,4,2,0,2,1,2,1,2,88,3,8,2,3,2,4,2,0,0,1,1,0,2,1,0,3,7,2,0,6,0,0,1,0,2,1,3,5,0,1,7,3,0,3,3,0,1,6,2,0,1,1,2,2,1,1,1,1,0,0,4,1,2,2,0,0,0,1,3,2,1,1,9,3,3,0,1,1,2,0,2,0,1,1,3,2,0,1,2,1,2,6,2,0,1,0,0,2,1,2,3,2,0,6,3,0,1,2,3,1,3,1,1,4,0,2,0,0,2,6,3,3,2,2,3,1,1,0,2,2,1,2,1,2,3,png
22,7,10,2,3,4,2,3,10,5,7,3,5,7,4,3,7,5,3,1,5,3,4,4,2,4,4,3,3,6,4,1,3,2,8,4,4,10,2,5,6,7,3,6,5,5,2,2,2,7,4,5,4,6,4,3,1,4,2,4,5,6,4,3,4,4,3,1,8,7,7,4,9,5,7,1,5,1,3,4,5,8,7,4,6,5,4,3,5,3,6,4,2,3,8,1,4,7,4,3,1,4,4,1,3,5,3,5,5,7,1,3,3,5,3,5,6,6,2,2,5,1,4,3,2,1,4,3,4,4,3,8,5,5,6,1,7,3,10,5,6,4,2,1,3,3,4,7,1,3,7,0,4,3,5,3,4,4,5,2,6,4,6,1,5,4,4,1,3,2,4,5,3,5,5,0,4,5,4,2,8,3,4,3,0,1,7,5,1,6,1,2,1,3,4,4,4,4,3,3,5,6,9,3,3,4,3,3,4,2,4,1,4,3,7,1,3,4,5,2,4,4,4,3,1,1,1,6,4,5,4,2,4,1,8,5,5,4,4,5,2,3,1,2,2,6,3,2,2,3,5,3,3,0,6,2,png
28,3,5,1,7,0,2,2,83,4,3,1,0,3,0,2,44,2,2,1,41,0,2,37,0,3,4,1,0,2,3,3,3,84,3,0,3,2,5,5,4,1,1,1,0,5,1,1,6,0,7,0,4,3,4,2,2,1,2,1,1,1,2,6,1,3,44,1,5,1,0,5,4,3,4,1,37,2,1,2,3,1,2,3,5,1,2,1,1,3,3,2,4,2,1,0,3,3,1,2,1,5,3,1,2,1,3,4,1,0,2,2,3,1,1,1,2,0,1,7,1,7,5,1,0,2,3,5,2,4,1,2,46,2,4,2,0,3,0,2,1,0,0,2,1,2,1,0,4,4,4,4,1,0,2,2,2,3,3,2,1,3,4,4,3,5,40,1,5,0,1,1,4,1,5,2,3,0,5,0,0,2,1,0,0,3,3,3,0,3,5,1,1,2,3,2,3,0,1,2,0,1,6,2,1,2,2,2,2,0,3,2,5,1,2,2,2,3,2,3,3,4,2,2,2,0,2,0,1,2,2,2,0,2,2,1,2,1,5,5,1,4,3,1,3,2,0,7,1,1,2,4,2,3,4,2,png
41,12,6,6,8,7,7,2,10,1,5,2,12,6,6,1,6,12,0,6,2,8,4,1,5,4,4,5,8,9,1,5,2,1,7,6,1,0,1,0,2,0,1,1,2,4,1,7,9,3,2,4,2,2,1,1,3,0,4,2,1,4,4,5,1,3,1,1,4,2,0,3,2,3,1,1,2,2,2,3,5,1,3,1,3,5,0,2,3,2,2,0,4,1,19,15,10,2,3,5,3,4,8,1,4,2,1,1,3,2,1,5,4,3,1,7,5,5,1,3,6,3,8,6,2,9,2,6,10,5,2,2,1,0,10,4,2,1,9,1,2,2,3,3,0,1,3,2,0,1,0,0,8,2,2,0,1,2,1,6,3,1,0,4,1,2,1,0,2,2,4,1,1,1,4,26,5,3,1,1,2,4,4,2,6,3,0,3,5,13,13,6,5,3,3,6,0,3,3,8,2,5,2,1,8,1,7,5,4,3,2,1,0,4,1,24,0,4,3,1,5,4,3,6,8,4,3,3,2,4,4,6,6,3,1,19,2,0,2,3,5,6,1,5,3,19,4,4,4,2,14,2,2,6,4,18,png
32,7,0,3,4,6,5,4,11,9,5,3,1,5,5,3,13,2,5,4,4,4,2,4,2,2,3,1,2,4,2,5,4,11,2,3,7,3,13,4,1,3,3,7,3,6,5,0,5,2,4,1,5,3,6,6,3,1,7,3,2,2,4,5,2,8,9,2,4,6,4,6,6,10,1,1,4,4,10,2,3,2,3,9,9,2,5,2,2,3,3,3,2,8,6,1,6,4,4,6,3,0,4,3,1,3,4,3,4,1,8,6,2,2,4,3,1,7,3,6,9,4,4,6,6,3,2,4,4,0,9,1,15,4,3,1,2,5,1,3,3,1,0,2,3,7,4,3,7,3,6,2,4,5,3,1,1,2,5,3,2,2,7,2,5,1,2,2,5,6,1,7,5,4,3,4,2,4,1,2,3,4,8,10,0,6,7,6,4,6,5,1,2,5,3,7,2,4,1,6,1,4,8,6,2,2,4,1,5,4,2,1,3,7,1,4,4,1,1,8,2,6,1,5,3,4,2,3,1,5,2,2,3,4,3,7,5,5,5,5,1,1,4,4,2,3,2,7,5,1,1,4,5,3,2,3,png
29,14,1,2,3,18,7,2,1,3,4,4,2,8,2,2,0,2,1,4,4,2,10,2,5,4,1,1,1,1,3,0,4,1,105,11,10,2,2,13,0,2,2,5,3,0,2,0,0,3,13,4,1,4,3,2,0,1,1,2,1,1,0,0,3,3,3,4,9,1,5,6,9,13,5,4,2,3,4,2,3,1,7,0,4,2,4,3,16,5,3,1,0,3,3,1,2,2,11,0,8,5,2,3,1,0,4,2,1,2,0,2,11,0,0,3,1,0,2,1,1,2,0,1,0,3,0,0,2,6,3,1,3,0,4,3,141,16,4,4,18,3,1,3,4,5,13,2,0,3,2,4,4,0,2,1,15,4,0,2,2,4,0,4,2,4,2,2,3,1,2,1,5,4,2,0,3,4,5,6,1,2,2,0,3,0,3,2,2,3,2,3,18,0,0,3,3,0,2,4,18,2,1,4,0,3,2,1,1,2,0,4,0,5,3,1,1,2,0,1,1,3,3,0,3,0,0,0,0,2,0,0,1,3,0,1,4,0,0,2,2,2,0,1,1,2,1,4,0,1,1,0,2,1,3,4,png
33,10,3,1,5,4,9,3,5,1,5,3,3,6,5,1,9,52,4,6,3,1,5,1,11,2,3,2,5,2,2,4,7,2,2,3,6,1,3,1,6,1,3,1,3,4,1,3,8,11,2,3,11,6,8,2,0,1,3,4,4,2,0,1,11,5,2,0,51,0,8,3,9,10,2,2,9,9,3,1,5,5,7,3,2,3,3,5,1,4,2,2,4,4,2,3,4,4,8,8,9,4,2,4,5,3,1,4,1,2,5,2,2,1,4,8,1,4,6,2,2,3,1,2,4,3,3,2,2,4,1,7,5,3,2,0,2,6,2,5,5,9,1,4,5,8,7,4,1,0,3,6,2,1,3,0,5,6,2,1,1,6,2,5,4,4,4,0,3,0,3,5,1,4,3,4,4,2,1,3,1,4,2,6,1,3,6,1,1,2,0,2,0,7,4,3,8,0,2,4,1,5,1,5,3,2,4,4,4,4,3,8,4,3,5,11,0,9,2,6,4,2,1,1,0,1,3,5,3,4,2,4,3,4,5,5,5,6,0,2,3,3,3,2,2,5,2,1,0,5,1,2,4,1,1,1,png
48,12,7,2,5,13,4,9,3,4,6,6,28,5,5,4,4,7,1,3,8,9,5,0,26,6,5,1,6,2,5,3,7,2,3,2,1,3,1,3,6,7,4,5,4,3,2,2,33,0,3,4,3,1,0,3,4,0,4,1,2,4,1,3,3,7,5,1,8,4,3,4,3,4,3,5,5,3,5,2,6,1,3,5,4,1,2,5,4,2,2,1,5,0,6,1,3,32,0,2,4,3,6,2,3,2,2,0,3,1,2,6,5,4,5,3,5,5,3,6,1,4,3,2,3,2,3,4,7,8,5,3,1,5,31,4,6,2,2,0,1,1,4,3,2,1,2,4,5,3,0,2,8,1,0,3,3,4,3,5,1,1,2,2,1,2,6,6,2,0,0,3,0,1,6,6,6,1,1,0,2,3,1,1,3,3,2,2,2,5,2,1,8,1,6,30,1,1,4,4,1,3,5,0,3,2,1,2,1,1,0,9,2,2,1,2,0,3,1,2,1,4,4,1,4,3,3,3,5,6,2,0,3,2,4,3,3,6,2,5,3,1,2,2,5,2,1,3,1,3,1,6,4,5,2,5,png
